text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M
"Zmarł profesor Henryk Samsonowicz. Wybitny historyk, nauczyciel, człowiek demokratycznej opozycji, patriota. RIP.",twitter,69,1.0,4.0,1.0,1.0,1.0,1.8,1.8,2.4,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.2,0.35
"„Działalność Kentlera, który pracował także jako psycholog policyjny w berlińskim Senacie, nie byłaby możliwa bez współpracy władz Berlina, urzędów ds. młodzieży, ale także instytucji edukacyjnych i naukowych” Mało w Polsce wie się o tym jak zdeprawowany bywa Zachód. _link_ ",twitter,69,1.0,2.6,2.0,2.6,1.6,1.0,1.8,2.6,0.0,0.0,0.4,0.25,0.4,0.15000000000000002,0.0,0.2,0.4
"Właściciele tych terenów od czerwcowej ulewy nie mogą przeprowadzić żadnych prac, nie zebrali także plonów swojej wiosennej pracy.",,69,1.0,2.2,1.2,1.0,1.8,1.0,2.0,2.0,0.0,0.0,0.30000000000000004,0.04999999999999999,0.0,0.2,0.0,0.25,0.25
"Dziś, z powodów rodzinno-rocznicowych 🍾🍣🌹, smakuję #Chopin18 w radiu. Zaczął najmłodszy z finalistów JJ. Dajesz, młody! 😉",twitter,69,3.8,1.0,1.0,1.0,1.0,4.0,4.6,3.0,0.0,0.7,0.0,0.0,0.0,0.0,0.75,0.8999999999999999,0.5
"Deweloperzy notują rekordowe, sięgające nawet ponad 50 proc. spadki sprzedaży",twitter,69,1.0,1.4,1.0,1.0,1.6,1.0,2.8,1.4,0.0,0.0,0.09999999999999998,0.0,0.0,0.15000000000000002,0.0,0.44999999999999996,0.09999999999999998
Też tak macie? 😄 #MakeZbiorKomGreatAgain _link_ ,twitter,69,1.8,1.0,1.0,1.0,1.0,1.6,3.0,1.6,1.0,0.2,0.0,0.0,0.0,0.0,0.15000000000000002,0.5,0.15000000000000002
Tajemnice MI5 w domu generała KGB #historia  _link_ via _users_ ,twitter,69,1.0,1.2,1.0,1.0,1.6,1.0,2.8,1.2,0.0,0.0,0.04999999999999999,0.0,0.0,0.15000000000000002,0.0,0.44999999999999996,0.04999999999999999
_users_ Proszę dać swoje propozycje jak to nazwać,twitter,69,1.0,1.0,1.4,1.0,1.0,1.2,3.0,1.6,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.04999999999999999,0.5,0.15000000000000002
"Obajtek i Kania dopięli swego. Gazeta w pełni przejęta. Śmierdzi budą z Nowogrodzkiej. Przy okazji zbrodni w kopalni Wujek, atak na Wałęsę i Michnika. Poziom bezczelności porażający! _link_ ",twitter,69,1.0,3.0,4.4,4.2,2.0,1.2,1.0,4.2,1.0,0.0,0.5,0.8500000000000001,0.8,0.25,0.04999999999999999,0.0,0.8
Nasza godność wymaga aby niemieccy historycy pisali tak jak polscy. _link_ ,twitter,69,1.0,1.6,1.6,1.4,1.0,1.4,2.8,2.4,0.0,0.0,0.15000000000000002,0.15000000000000002,0.09999999999999998,0.0,0.09999999999999998,0.44999999999999996,0.35
"Firmy doskonale wiedzą, że poszkodowane osoby będą musiały szukać sprawiedliwości w sądach pracy, które działają bardzo wolno.",,69,1.0,3.4,1.6,1.4,1.4,1.0,1.8,2.6,0.0,0.0,0.6,0.15000000000000002,0.09999999999999998,0.09999999999999998,0.0,0.2,0.4
"Każdy z Was będzie mógł zobaczyć to wydarzenie, oglądając transmisję online tu, na fanpage'u.",,69,2.4,1.0,1.0,1.0,1.0,2.0,3.8,1.6,0.0,0.35,0.0,0.0,0.0,0.0,0.25,0.7,0.15000000000000002
"To wzruszające, gdy dzieciaki z harcerstwa przygotowują dla uchodźców posiłki.",,69,3.8,2.2,1.0,1.0,1.0,4.2,4.2,3.0,0.0,0.7,0.30000000000000004,0.0,0.0,0.0,0.8,0.8,0.5
"_users_ Dlaczego w zajawce jest wypowiedź ministra Czarnka, skoro na nagraniu jest fragment z konferencji prasowej ministra Czarnka? Zapewne dlatego, że to wideo z konferencji ministra Czarnka. Cieszę się, że mogłem pomóc.",twitter,69,1.2,1.4,2.6,1.4,1.0,1.6,2.6,2.8,5.0,0.04999999999999999,0.09999999999999998,0.4,0.09999999999999998,0.0,0.15000000000000002,0.4,0.44999999999999996
_users_ To samo co w bezpłatnej kawie i ciasteczku.,twitter,69,1.2,1.0,1.2,1.0,1.0,1.2,3.2,1.4,0.0,0.04999999999999999,0.0,0.04999999999999999,0.0,0.0,0.04999999999999999,0.55,0.09999999999999998
_users_ Marszałek odsłonił twarz na polecenie policjanta.,twitter,69,1.0,1.0,1.0,1.2,1.0,1.0,3.0,1.4,0.0,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.5,0.09999999999999998
"Dofinansujemy wycieczki edukacyjne dzieci i młodzieży 🚌⛰🌊 ℹ Nauka w unikalnym środowisku edukacyjnym, poszukiwanie śladów historii, eksperymentowanie w centrach nauki.",,69,2.4,1.0,1.0,1.0,1.0,2.6,3.8,1.8,0.0,0.35,0.0,0.0,0.0,0.0,0.4,0.7,0.2
"_users_ Dzięki, dzięki!",twitter,69,3.4,1.0,1.0,1.0,1.0,1.2,4.2,1.8,0.0,0.6,0.0,0.0,0.0,0.0,0.04999999999999999,0.8,0.2
Pytanie do prawników na sali. Czy to nie jest zakazane tłumienie krytyki prasowej? _link_ ,twitter,69,1.0,1.6,2.6,1.4,1.6,1.2,2.0,2.2,2.0,0.0,0.15000000000000002,0.4,0.09999999999999998,0.15000000000000002,0.04999999999999999,0.25,0.30000000000000004
_users_ O. Anty zginęło pierwotnie. Testów byłoby więcej jak mielibyśmy więcej testów 🤷🏻‍♀️,twitter,69,1.0,2.4,2.2,1.4,1.8,1.2,2.0,2.4,4.0,0.0,0.35,0.30000000000000004,0.09999999999999998,0.2,0.04999999999999999,0.25,0.35
"No bo przecież lepiej zostawić przemysł produkcji i wykorzystywania celebrytów do kształtowania opinii publicznej w spokoju i nic nie roić, niech się rozwija _link_ ",twitter,69,1.0,2.0,3.2,3.2,2.0,1.2,1.6,2.4,4.0,0.0,0.25,0.55,0.55,0.25,0.04999999999999999,0.15000000000000002,0.35
"🔴A zawiesił je, bo to jedna ze spraw, którą odebrano do prowadzenia sędziemu Igorowi Tulei, po tym jak w połowie listopada nielegalna Izba Dyscyplinarna uchyliła mu immunitet i… More OKO.PRESS Zawieszeniem sędziego Tulei zajmie się TSUE!",,70,1.0,1.8,2.2,1.4,1.8,1.0,2.2,2.4,0.0,0.0,0.2,0.30000000000000004,0.09999999999999998,0.2,0.0,0.30000000000000004,0.35
"Jeśli dopuścimy, aby takie miernoty jak Pan K. rządzili tym krajem to będziemy poza UE a Putin będzie się tu czuł jak u siebie.",youtube,70,1.0,1.8,3.8,3.8,2.6,1.0,1.4,3.6,0.0,0.0,0.2,0.7,0.7,0.4,0.0,0.09999999999999998,0.65
_users_ Szacunek do pracy młodzieży - rewelacja.,twitter,70,4.0,1.0,1.0,1.0,1.0,3.4,4.2,2.8,1.0,0.75,0.0,0.0,0.0,0.0,0.6,0.8,0.44999999999999996
"Sytuacja, w której minister i wicepremier polskiego rządu walnął focha w wywiadzie na żywo, śmieszna nie była.",,70,1.0,2.4,2.8,3.4,1.0,1.0,1.4,2.2,1.0,0.0,0.35,0.44999999999999996,0.6,0.0,0.0,0.09999999999999998,0.30000000000000004
_users_ Pytanie ja zadałem. Innego pytania w tej dyskusji nie było.,twitter,70,1.0,1.0,2.8,1.2,1.0,1.8,2.0,2.0,0.0,0.0,0.0,0.44999999999999996,0.04999999999999999,0.0,0.2,0.25,0.25
Oczywiście CBA z Wąsikiem zaprzeczali inwigilacji. Ale biuro prasowe CBA zaprzeczyło dziś kontroli majątku. A faktycznie omijając formę kontroli oświadczenia taką inwigilację wobec mnie i mojej żony przeprowadzili. #kłamcy,twitter,70,1.0,2.6,3.2,3.2,1.6,1.0,1.4,3.2,0.0,0.0,0.4,0.55,0.55,0.15000000000000002,0.0,0.09999999999999998,0.55
To co stanie się po tych wydarzeniach to będzie kolejny test dla instytucji państwa.,,70,1.4,1.6,1.2,1.0,2.4,1.4,2.6,2.4,0.0,0.09999999999999998,0.15000000000000002,0.04999999999999999,0.0,0.35,0.09999999999999998,0.4,0.35
🇩🇰 Dania od 1 lutego zniosła wszystkie restrykcje covidowe jako pierwszy kraj w Unii Europejskiej.,,70,2.2,1.0,1.0,1.0,1.0,2.4,3.6,2.4,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.65,0.35
Amy Schneider podzieliła się wiadomością o swoim ślubie!,,70,3.8,1.0,1.0,1.0,1.0,2.6,4.2,2.6,0.0,0.7,0.0,0.0,0.0,0.0,0.4,0.8,0.4
Profesor Szpunar funkcję Rzecznika Generalnego pełni od 2013 __link__ CJEU,,70,1.6,1.0,1.0,1.0,1.0,2.4,3.6,1.8,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.35,0.65,0.2
"_users_ Wszystko jest ok, chcą redagować cudzą gazetę. Tak to raczej nie działa.",twitter,70,1.0,1.6,2.6,1.8,1.2,1.2,2.4,2.6,1.0,0.0,0.15000000000000002,0.4,0.2,0.04999999999999999,0.04999999999999999,0.35,0.4
"Tymczasem jeśli chodzi o zmienne demograficzne, to ich związek ze stosowaniem przemocy (także z częstotliwością) jest niewielki.""",,70,1.6,1.2,1.0,1.2,1.2,1.8,3.4,1.6,0.0,0.15000000000000002,0.04999999999999999,0.0,0.04999999999999999,0.04999999999999999,0.2,0.6,0.15000000000000002
"MON Ukrainy ostrzega: Rosja może stworzyć deepfake'a z Zełenskim. ""Zaopatrzyliśmy się w popcorn"" _link_ ",twitter,70,1.2,1.6,2.2,2.2,2.4,1.2,2.2,3.2,1.0,0.04999999999999999,0.15000000000000002,0.30000000000000004,0.30000000000000004,0.35,0.04999999999999999,0.30000000000000004,0.55
"Ubrani na czarno przygotowywaliśmy się na mroczne czasy szkoły partyjnej, formatującej posłusznych obywateli i obywatelki.",,70,1.0,2.8,2.2,2.0,3.2,1.0,1.4,2.6,1.0,0.0,0.44999999999999996,0.30000000000000004,0.25,0.55,0.0,0.09999999999999998,0.4
"IPrezes SN wzywa wszystkie osoby powołane na stanowisko sędziego SN w ID do natychmiastowego powstrzymania się od jakichkolwiek czynności związanych z rozpoznawaniem spraw okr. w art. 27 ustawy z 8.12.2017 r. o SN, a pracowników do przekazania akt. _link_ ",twitter,70,1.0,1.2,1.4,1.0,1.8,1.4,2.6,2.0,0.0,0.0,0.04999999999999999,0.09999999999999998,0.0,0.2,0.09999999999999998,0.4,0.25
"O ile Tusk nie dysponuje oszczędnie prawdą, to może się okazać, że młode wilczki PO zostały z nim jak Himilsbach z angielskim",twitter,70,2.0,1.8,2.4,3.0,1.2,1.0,2.0,2.6,3.0,0.25,0.2,0.35,0.5,0.04999999999999999,0.0,0.25,0.4
"_users_ jaka konkurencyjna wspierana przez kontrolować także przez kapitał węgierski firmę z ważnym ""niezależnym ""członkiem Rady Nadzorczej",twitter,70,1.0,1.0,2.0,2.2,1.4,1.0,2.4,2.2,0.0,0.0,0.0,0.25,0.30000000000000004,0.09999999999999998,0.0,0.35,0.30000000000000004
Tego nikt nie mógł wiedzieć.,,70,1.0,2.2,1.0,1.0,1.6,1.0,2.4,2.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.15000000000000002,0.0,0.35,0.25
"Elektrownia jądrowa Grohnde w Niemczech wyprodukowała ponad 400 TWh energii elektrycznej od czasu jej uruchomienia w 1984 r. - jest to jedyny reaktor w świecie, który osiągnął taki wynik.",twitter,70,1.8,1.6,1.0,1.0,1.0,2.4,3.0,2.2,0.0,0.2,0.15000000000000002,0.0,0.0,0.0,0.35,0.5,0.30000000000000004
"Patrząc na zaostrzenie ustawy wyłącznie przez pryzmat politycznej gry - to największy od 5 lat prezent dla opozycji. Kampanie wyborcze, toczone na polu niemal najostrzejszej w UE ustawy aborcyjnej, będą dla niej o niebo łatwiejsze niż te w których spierano się o prawa LGBT.",twitter,70,2.8,1.2,1.6,2.0,1.2,1.4,3.4,2.4,0.0,0.44999999999999996,0.04999999999999999,0.15000000000000002,0.25,0.04999999999999999,0.09999999999999998,0.6,0.35
Za chwilę w _users_ polityczna zapowiedź najbliższych dni - #StartTygodnia. Tune in!,twitter,70,3.0,1.0,1.0,1.0,1.0,2.2,4.2,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.30000000000000004,0.8,0.5
". _users_ przez 3 lata swoich rządów kilkakrotnie zmienia stawki i sposób poboru opłaty za śmieci. Łączy je jedno, w zasadzie permanentne podwyżki. Teraz szykuje kolejną. A system się nie poprawia. _link_ ",twitter,70,1.2,2.8,2.8,2.0,2.2,1.2,1.6,2.8,0.0,0.04999999999999999,0.44999999999999996,0.44999999999999996,0.25,0.30000000000000004,0.04999999999999999,0.15000000000000002,0.44999999999999996
"Pani Daniela Wyszła z więzienia wcześniej, a zawdzięczała to… Janowi Olszewskiemu.",,70,1.6,1.6,1.4,1.6,1.8,1.0,2.4,3.0,1.0,0.15000000000000002,0.15000000000000002,0.09999999999999998,0.15000000000000002,0.2,0.0,0.35,0.5
Algieria zainwestuje 40 miliardów dolarów w przemysł naftowy,twitter,70,1.6,1.0,1.2,1.2,1.4,2.4,3.2,2.0,0.0,0.15000000000000002,0.0,0.04999999999999999,0.04999999999999999,0.09999999999999998,0.35,0.55,0.25
"To już ostatni moment – nie czekaj, pomóż!",,70,2.2,1.6,1.4,1.2,1.6,2.6,3.2,2.6,0.0,0.30000000000000004,0.15000000000000002,0.09999999999999998,0.04999999999999999,0.15000000000000002,0.4,0.55,0.4
KRYTYKAPOLITYCZNA.PL Odmowa dostępu do legalnej aborcji może być torturą − ocenił Komitet ONZ,,70,1.0,1.8,2.8,2.6,2.4,1.0,2.6,2.6,0.0,0.0,0.2,0.44999999999999996,0.4,0.35,0.0,0.4,0.4
Zakażenia w sądzie w Świdnicy.,,70,1.0,2.2,1.6,1.8,1.8,1.0,2.6,2.4,0.0,0.0,0.30000000000000004,0.15000000000000002,0.2,0.2,0.0,0.4,0.35
"_users_ Nawet cena 2mln Euro dziennie jest warte tego aby lokalni notable wykazywali w oświadczeniach swój majątek i płacili podatki, sędziowie kierowali się w wyrokowaniu zasadami sprawiedliwości, a skorumpowani politycy odsiadywali wyroki. Ja byłbym skłonny zapłacić.",twitter,70,2.0,1.2,2.4,1.8,1.4,2.0,2.2,2.8,0.0,0.25,0.04999999999999999,0.35,0.2,0.09999999999999998,0.25,0.30000000000000004,0.44999999999999996
"Dziękujemy Wam, dziewczyny!",,70,4.4,1.0,1.0,1.0,1.0,3.8,4.6,3.2,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.7,0.8999999999999999,0.55
"_users_ No, tak to jest jak chcesz dyskutować, a nie znasz podstaw. Polecam listę przezwisk dla Bidena autorstwa Trumpa na Wikipedii: _link_ A tu konkretnie Sleepy Joe: _link_ Także na przyszłość Know Your Meme 😉 Wesołych🙋🏻‍♂️",twitter,70,3.6,1.4,2.2,3.0,1.6,2.0,2.6,3.4,2.0,0.65,0.09999999999999998,0.30000000000000004,0.5,0.15000000000000002,0.25,0.4,0.6
Biednych Polaków PiS zostawił ale dba o ukrainców KOSZMAR,youtube,70,1.4,2.4,3.4,2.6,1.8,1.0,1.8,3.0,1.0,0.09999999999999998,0.35,0.6,0.4,0.2,0.0,0.2,0.5
"Empik czeka na 52,7 mln zł pożyczki z tarczy, Wojas dostał 26,4 mln zł a Green Coffee 8 mln zł",twitter,70,1.8,1.0,1.0,1.2,1.2,1.8,3.0,1.8,0.0,0.2,0.0,0.0,0.04999999999999999,0.04999999999999999,0.2,0.5,0.2
Moi gości dziś to 1/ Robert Telus Prawo i Sprawiedliwość Tomasz Trela Lewica Artur Dziambor Konfederacja 2/ Michał Wójcik Solidarna Polska i Dariusz Rosati KOALICJA OBYWATELSKA Zapraszam o 19.50 do Polsat __link__ premier powinien podać się do dymisji - Polsat News,,70,1.6,1.2,1.0,1.0,1.2,2.0,3.6,1.8,0.0,0.15000000000000002,0.04999999999999999,0.0,0.0,0.04999999999999999,0.25,0.65,0.2
"Konga (prowincja Kivu Północne), gdzie mamy nasz szpital, jest nie do zatrzymania.",,70,1.0,1.8,1.2,1.0,2.0,2.0,2.6,2.2,0.0,0.0,0.2,0.04999999999999999,0.0,0.25,0.25,0.4,0.30000000000000004
Zapraszam na panel Stowarzyszenie Kongres Kobiet!,,70,3.6,1.0,1.0,1.0,1.0,2.2,4.2,2.6,0.0,0.65,0.0,0.0,0.0,0.0,0.30000000000000004,0.8,0.4
"I czasem zdawać się może, że jedyne, co nam zostaje to, by posłużyć się cytatem z Cormaca McCarthy'ego, „upleść ceremoniał z pustki i tchnąć w niego życie”.",,70,1.4,1.8,1.2,1.2,1.4,1.8,3.2,2.0,0.0,0.09999999999999998,0.2,0.04999999999999999,0.04999999999999999,0.09999999999999998,0.2,0.55,0.25
Odrażające. Polityk PO z okazji Świąt Bożego Narodzenia życzy 'ośmiu gwiazd na niebie' _link_ ,twitter,70,1.6,2.2,3.4,4.6,1.2,1.2,1.6,3.4,0.0,0.15000000000000002,0.30000000000000004,0.6,0.8999999999999999,0.04999999999999999,0.04999999999999999,0.15000000000000002,0.6
W Kijowie Morawiecki mówi jak to Ukraina dąży do Europy i walczy o europejskie wartości. W Warszawie z tych wartości drwi i szydzi. Patologiczny kłamca.,twitter,70,1.6,2.0,4.0,3.4,1.2,1.0,1.2,3.6,0.0,0.15000000000000002,0.25,0.75,0.6,0.04999999999999999,0.0,0.04999999999999999,0.65
Niemcy: W szpitalach zostanie zwiększona liczba łóżek oraz utworzone dodatkowe odziały intensywnej terapii. Szpitale otrzymają rekompensatę finansową z rezerwy płynności funduszu zdrowia za odroczone operacje i leczenie (refinansowane z budżetu federalnego).,twitter,70,1.4,1.0,1.0,1.0,1.2,1.8,3.0,2.2,0.0,0.09999999999999998,0.0,0.0,0.0,0.04999999999999999,0.2,0.5,0.30000000000000004
_users_ Na naszej skórze,twitter,70,1.2,1.6,1.2,1.2,1.4,1.2,2.8,1.8,0.0,0.04999999999999999,0.15000000000000002,0.04999999999999999,0.04999999999999999,0.09999999999999998,0.04999999999999999,0.44999999999999996,0.2
Bartosiak ekspert?Przepraszam od czego?Taki z niego ekspert jak ..........Obrzydliwy człowiek,youtube,70,1.0,1.6,4.0,4.6,1.4,1.0,1.2,4.2,0.0,0.0,0.15000000000000002,0.75,0.8999999999999999,0.09999999999999998,0.0,0.04999999999999999,0.8
"Ilu Rosjan, Polakow i Ukraincow zgineło w ostatnich 3 wiekach, miliony, moze nawet 100 milionow a wojny wywolywali babilonscy masoni wiec narracja ze Rosjanie lub Niemcy napadaja itd to po prostu brak podstawowej wiedzy.",youtube,70,1.0,2.0,3.2,2.6,2.4,1.0,1.4,3.4,0.0,0.0,0.25,0.55,0.4,0.35,0.0,0.09999999999999998,0.6
China Enterprise Confederation i China Enterprise Directors Association opublikowały raport na temat 500 największych chińskich przedsiębiorstw..,twitter,70,1.6,1.4,1.0,1.0,1.0,2.0,3.2,1.8,0.0,0.15000000000000002,0.09999999999999998,0.0,0.0,0.0,0.25,0.55,0.2
❗❗Postawienie zarzutów dyscyplinarnych wymienionym wyżej Sędziom świadczy o dalszym ich szykanowaniu - podkreśla __link__ o dyscyplinarkach dla pieciorga sędziów: to dalsze szykany,,70,1.0,2.4,3.2,1.8,2.2,1.0,1.4,3.2,0.0,0.0,0.35,0.55,0.2,0.30000000000000004,0.0,0.09999999999999998,0.55
"Talibowie w centrum Heratu wywiesili na dźwigu ciało mężczyzny, który był oskarżony o porwanie.",twitter,70,1.0,1.2,1.8,2.0,1.6,1.0,2.0,2.6,0.0,0.0,0.04999999999999999,0.2,0.25,0.15000000000000002,0.0,0.25,0.4
"Przeprowadzono badania, w wyniku których stwierdzono, że płód jest żywy.",youtube,70,1.6,1.0,1.2,1.0,1.0,1.4,3.0,1.8,0.0,0.15000000000000002,0.0,0.04999999999999999,0.0,0.0,0.09999999999999998,0.5,0.2
"Do ludzi, a nie do partii, nie do działaczy, nie do obrońców i nie do atakujących (z którejkolwiek są strony)?",,70,1.2,1.6,2.2,1.2,1.2,1.6,2.2,2.2,0.0,0.04999999999999999,0.15000000000000002,0.30000000000000004,0.04999999999999999,0.04999999999999999,0.15000000000000002,0.30000000000000004,0.30000000000000004
"Już za godzinę, tj. o 10:00 🕙 będę gościem w _users_ w programie #SerwisInfo. Będziemy rozmawiać o zachowaniu prezydenta Warszawy Rafała #Trzaskowski.ego Zapraszam Państwa serdecznie.",twitter,70,2.4,1.2,1.0,1.0,1.2,2.0,3.6,2.2,0.0,0.35,0.04999999999999999,0.0,0.0,0.04999999999999999,0.25,0.65,0.30000000000000004
Ale na walkę z kryzysem niezbędne jest dodatkowe wsparcie.,,70,1.0,2.6,1.6,1.4,2.8,1.6,2.4,2.2,0.0,0.0,0.4,0.15000000000000002,0.09999999999999998,0.44999999999999996,0.15000000000000002,0.35,0.30000000000000004
"Ludzie nie widzą że był kowid a teraz wojna więc czego można się spodziewać ,więc kogo obwiniają ? Rząd? Ludzie bez mózgu niech się cieszą że polska jest jeszcze",youtube,70,1.0,2.0,3.4,2.6,2.2,1.0,1.4,3.4,0.0,0.0,0.25,0.6,0.4,0.30000000000000004,0.0,0.09999999999999998,0.6
Hyundai ogłosiła wprowadzenie do oferty nowego Santa Fe Plug-in oraz nowych konfiguracji dla samochodów z rocznika produkcji 2021. Dynamiczny i oszczędny flagowy SUV z 265-konnym napędem hybrydowym typu plug-in dostępny jest od 233 900 złotych.,twitter,70,2.2,1.0,1.0,1.0,1.2,1.8,3.6,2.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.04999999999999999,0.2,0.65,0.25
_users_ Oczywiście. Byłem zatrzymywany więc wiem jak to jest. Nie robiłem z siebie ofiary,twitter,70,1.2,1.8,2.4,1.2,1.2,2.0,2.6,1.8,0.0,0.04999999999999999,0.2,0.35,0.04999999999999999,0.04999999999999999,0.25,0.4,0.2
_users_ Wszystkie mają 3 🤷‍♀️,twitter,70,1.2,1.2,1.6,1.6,1.2,1.2,3.2,1.6,0.0,0.04999999999999999,0.04999999999999999,0.15000000000000002,0.15000000000000002,0.04999999999999999,0.04999999999999999,0.55,0.15000000000000002
"A jak Mołdawia, to pewnie najlepiej sytuację będzie objaśniał _users_ .",twitter,70,1.8,1.4,1.4,1.2,1.2,2.6,3.4,2.4,0.0,0.2,0.09999999999999998,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.4,0.6,0.35
"Rząd hamuje z głową w ścianie O tym, że podczas pandemii #koronawirus-a szykuje się powtórka z jesieni, rząd wiedział od tygodni. I nic nie robił. Komentarz by _users_ _link_ ",twitter,70,1.0,2.2,3.4,1.6,1.6,1.0,2.2,2.2,0.0,0.0,0.30000000000000004,0.6,0.15000000000000002,0.15000000000000002,0.0,0.30000000000000004,0.30000000000000004
USA wyznaczyły cenę szczepionki na #koronawirus-a _link_ ,twitter,70,1.4,1.4,1.0,1.0,1.0,1.6,3.2,1.6,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.15000000000000002,0.55,0.15000000000000002
NCZAS.COM Niedzielski dzielnie walczy.,,70,2.0,1.0,1.2,1.0,1.0,1.8,3.6,1.8,0.0,0.25,0.0,0.04999999999999999,0.0,0.0,0.2,0.65,0.2
"Tryb nocny. Gorąca herbata dla legislatorów, dziennikarzy i dla nas. My składamy poprawki, argumentujemy, głosujemy. Pracownicy Kancelarii i #wolnemedia wykonują w tym samym czasie swoje zawodowe obowiązki. #ustawarepresyjna _link_ ",twitter,70,2.6,1.6,1.6,1.0,1.4,3.2,4.2,2.2,0.0,0.4,0.15000000000000002,0.15000000000000002,0.0,0.09999999999999998,0.55,0.8,0.30000000000000004
"_users_ Dziękuję wszystkim za oddane głosy, gratuluję _users_ i pozdrawiam!",twitter,70,4.8,1.0,1.0,1.0,1.0,4.4,4.8,3.0,0.0,0.95,0.0,0.0,0.0,0.0,0.8500000000000001,0.95,0.5
👀 Nie ma co dłużej zwlekać - trzeba obejrzeć!,,70,3.4,1.0,1.0,1.0,1.0,2.2,3.8,2.8,0.0,0.6,0.0,0.0,0.0,0.0,0.30000000000000004,0.7,0.44999999999999996
Pani Mirosława ma na życie 13 złotych dziennie.,,70,1.2,2.8,2.0,1.8,1.6,1.2,2.4,2.8,0.0,0.04999999999999999,0.44999999999999996,0.25,0.2,0.15000000000000002,0.04999999999999999,0.35,0.44999999999999996
"Rosyjska ofensywa trafiła na ""gorący teren"". ""Te zapory i miny się nie kończą"" _link_ ",twitter,70,1.0,1.8,1.8,1.4,2.2,1.0,2.0,2.8,0.0,0.0,0.2,0.2,0.09999999999999998,0.30000000000000004,0.0,0.25,0.44999999999999996
Chcesz zaskoczyć znajomych ekstradaniem?,,70,2.2,1.4,1.0,1.0,1.2,1.4,3.4,2.2,0.0,0.30000000000000004,0.09999999999999998,0.0,0.0,0.04999999999999999,0.09999999999999998,0.6,0.30000000000000004
"-To jest absurd. Zaraz się dowiemy, że minister Niedzielski i minister Morawiecki będą w najbliższą niedzielę służyć do mszy. My potrzebujemy w rządzie odważnych liderów, a nie ministrantów. Wirus jest obecny wszędzie, również w kościele. 📌 u _users_ w _users_ _link_ ",twitter,70,1.0,1.8,3.8,3.6,2.2,1.0,1.6,3.4,0.0,0.0,0.2,0.7,0.65,0.30000000000000004,0.0,0.15000000000000002,0.6
"Oryginalne, uwodzące, wspaniałe. Jeśli komuś lekarz przepisał słodycze, niech dłużej nie szuka. _link_ ",twitter,70,3.6,1.0,1.0,1.0,1.0,2.6,4.0,2.8,0.0,0.65,0.0,0.0,0.0,0.0,0.4,0.75,0.44999999999999996
"_users_ Nie, to zabawka bratanka.",twitter,70,1.6,1.0,1.0,1.0,1.0,1.8,3.4,2.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.2,0.6,0.25
"[video] 'Metoda barbarzyńska, barbarzyńskie morderstwo'. Prof. Maksymowicz nie przebiera w słowach po śmierci Polaka z Plymouth _link_ ",twitter,70,1.6,3.2,3.0,2.6,1.8,1.4,2.0,3.0,0.0,0.15000000000000002,0.55,0.5,0.4,0.2,0.09999999999999998,0.25,0.5
Na szczęście są inne media niż Onet i każdy może obejrzeć wideo i porównać z tym co pisze Węglarczyk _link_ ,twitter,70,1.6,1.4,2.8,1.8,1.2,1.6,2.4,2.6,0.0,0.15000000000000002,0.09999999999999998,0.44999999999999996,0.2,0.04999999999999999,0.15000000000000002,0.35,0.4
Żenadometr nie ma tak duże skali _link_ ,twitter,70,1.4,1.2,2.2,3.8,1.2,1.0,1.6,3.0,3.0,0.09999999999999998,0.04999999999999999,0.30000000000000004,0.7,0.04999999999999999,0.0,0.15000000000000002,0.5
"Ryan Tully, specjalista od układów rozbrojeniowych, został dyrektorem ds. Rosji i Europy w Radzie Bezpieczeństwa Narodowego w Białym Domu #USA _link_ ",twitter,70,2.0,1.2,1.0,1.0,1.4,1.8,3.6,1.8,0.0,0.25,0.04999999999999999,0.0,0.0,0.09999999999999998,0.2,0.65,0.2
Ruszają orszaki Trzech Króli. 6 stycznia - specjalna ramówka _users_ ! _link_ ,twitter,70,1.8,1.0,1.2,1.6,1.8,1.8,3.2,2.4,0.0,0.2,0.0,0.04999999999999999,0.15000000000000002,0.2,0.2,0.55,0.35
